URL,name,Comments,comment_star,
https://www vitals com/doctors/Dr_Gerald_Marx html, Gerald R Marx ,Dr Marx has been my doctor since i was born he met me before most of my family he is the most amazing doctor any patient could ask for as i got older he helped me transition from being a child to a teenager to an adult with my condition he is very patient and answers questions very thoroughly even if it takes a while for me to understand he makes sure that nothing goes unnoticed and triple checks everything when i do have to get a procedure done he makes sure to explain step by step what is going to happen and why it needs to take place i never feel like he is doing something without reason even if it puts me in discomfort he is looking out for my best health there aren't enough good words i could say about him and his team except i am so thankful i got paired with such an intelligent man who truly loves what he does makes me feel like more than just another broken heart ,5,
https://www vitals com/doctors/Dr_Gerald_Marx html, Gerald R Marx ,Dr Marx is a wonderful doctor and I could not be more please to have him as my daughters physician ,5,
https://www vitals com/doctors/Dr_Gerald_Marx html, Gerald R Marx ,He had been my doctor for 8 or 9 years since I moved to Massachusetts The first doctor I had me and mom didn't like Dr Marx is very kind and made my visits very easy Now I moved away and have a new doctor But if you are trying to find a doctor in Massachusetts I'd recommend Dr Marx ,5,
https://www vitals com/doctors/Dr_Kenneth_Korr html, Kenneth S Korr ,The best,5,
https://www vitals com/doctors/Dr_Kenneth_Korr html, Kenneth S Korr ,I'm a physician  and would recommend him to docs/patients,5,
https://www vitals com/doctors/Dr_Kenneth_Korr html, Kenneth S Korr ,DR Korr is extremely polite and understanding He explains what is going on and really cares about his patients ,5,
https://www vitals com/doctors/Dr_Kenneth_Korr html, Kenneth S Korr ,I have been going to Dr Korr for twenty years When it came time for open heart surgery I had 100 faith in him and the decision He sent me to a fantastic local surgeon I highly recommend DR KORR ,5,
https://www vitals com/doctors/Dr_Kenneth_Korr html, Kenneth S Korr ,outstanding doctor,5,
https://www vitals com/doctors/Dr_George_Mckendall html, George R Mckendall ,very concerned why Dr McKendall does not call his patients back after leaving several messages at his office will be looking for a new cardiology Dr ,1,
https://www vitals com/doctors/Dr_George_Mckendall html, George R Mckendall ,listens to what you say ,5,
https://www vitals com/doctors/Dr_George_Mckendall html, George R Mckendall ,Very unhappy with Dr McKendall's concern over his patients Called 6 days ago with concerns and not a call back This is the 3rd time this has happened Appointment with new doctor now ,2,
https://www vitals com/doctors/Dr_George_Mckendall html, George R Mckendall ,He didn't read the notes completly and was NOT properly prepared for the procedure McKendall left the procedure room early and had to be paged to return when the symptoms of a serious issue persisted McKendall knew there was something wrong when my father was taken off the table but he left anyway He misled my family with the progress being made on my 54 year old father McKendall's bedside manner is terrible Neither McKendall or his people have contacted my father for a follow up My fathers primary care physician has told us McKendall has not even inquired with him as to how my father is doing The nurses and cna's are the ones that made my fathers stay bearable They along with the physical therapist told us to get a second opinion and a lawyer Stay away from this guy He has 6 offices and privileges at 6 hospitals according to the web I believe the nurse was right when she said he's in it for the money not the calling ,1,
https://www vitals com/doctors/Dr_Peter_Wilson html, Peter B Wilson ,He is an out standing physician He deserves the best ,1,
https://www vitals com/doctors/Dr_Anthony_Marks html, Anthony D Marks ,Really Knows His Stuff,5,
https://www vitals com/doctors/Dr_Anthony_Marks html, Anthony D Marks ,Dr Marks is the best ,5,
https://www vitals com/doctors/Dr_Anthony_Marks html, Anthony D Marks ,Been a patient since the early 90's diagnosed a problem with my Aortic valve and had it replace at B and W Boston excellen follow up ever since ,5,
https://www vitals com/doctors/Dr_Vikrum_Malhotra html, Vikrum Malhotra ,Lacks confidence and does not want to listen to my concerns I will never visit this doctor again ,1,
https://www vitals com/doctors/Dr_Kevin_J_Berry html, Kevin J Berry ,I've been a patient for 25 years ,5,
https://www vitals com/doctors/Dr_Kevin_J_Berry html, Kevin J Berry ,Dr Berry has been caring for my Father for more than 5 years  He was passionate about giving the very best care during an emergency surgery and follow up He is professional and dedicated to his patients,5,
https://www vitals com/doctors/Dr_Eddison_Ramsaran html, Eddison K Ramsaran ,Great consult very professional explained everything ckearly,5,
https://www vitals com/doctors/Dr_Eddison_Ramsaran html, Eddison K Ramsaran ,Dr Ramsaran was kind reassuring and explained everything to me with patience He has years of experience and I felt completely confident with care ,5,
https://www vitals com/doctors/Dr_Eddison_Ramsaran html, Eddison K Ramsaran ,very happy with my experience,5,
https://www vitals com/doctors/Dr_Jinnette_Dawn_Abbott html, Jinnette D Abbott ,excellent doctor she is up front with you diagnosis is perfect and gives you what need to have a sustained life she's the greatest ,5,
https://www vitals com/doctors/Dr_Puneeta_Arya html, Puneeta Arya ,We are so grateful to have met Dr Puneeta Arya her knowledge and extensive experience are greatly appreciated My daughter went on and on when we left about how kind Dr Puneeta Arya was and how she loved the entire staff from the nurses to the receptionist Dr Puneeta Arya addressed all of the concerns we had and made my daughter feel so much better because she listened and went over all of her symptoms with her We are looking forward to our follow up appointment ,5,
https://www vitals com/doctors/Dr_Puneeta_Arya html, Puneeta Arya ,Dr Puneeta Arya was extremely thorough with my daughter and her extensive knowledge and experience was greatly appreciated My daughter could not say enough about how much she appreciated this doctor and her receptionist We are looking forward to as a follow up in a month I am so thankful to have found a cardiologist who listens and addresses all concerns So thankful we were referred to Dr Puneeta Ayra 💕,5,
https://www vitals com/doctors/Dr_Puneeta_Arya html, Puneeta Arya ,Dr Puneeta Arya was extremely thorough with my daughter and her extensive knowledge and experience was greatly appreciated My daughter could not say enough about how much she appreciated this doctor and her receptionist We are looking forward to as a follow up in a month I am so thankful to have found a cardiologist who listens and addresses all concerns So thankful we were referred to Dr Puneeta Ayra 💕,5,
https://www vitals com/doctors/Dr_Puneeta_Arya html, Puneeta Arya ,Highly disappointed with the level of care A couple of our appts were cancelled and on days we did go she is always very late ,1,
https://www vitals com/doctors/Dr_Puneeta_Arya html, Puneeta Arya ,Appointment finally happened hours after scheduled time  she performed lengthy unnecessary tests on my daughter even though initial tests were perfect Would not recommend at all ,1,
https://www vitals com/doctors/Dr_Ping_Jiang html, Joseph P Jiang ,Dr Jiang is all about the heart Fastest Dr in the world but if you have questions he listens comprehends the question immediately and answers No nonsense Dr with a personality I feel confident I receive the best care possible with Dr Jiang ,5,
https://www vitals com/doctors/Dr_Ping_Jiang html, Joseph P Jiang ,Dr Jiang has been my Cardiologist for 20 years He is the very best in this field I thank God when I had my first heart episode Dr Jiang was the one assigned to my case My family and I will forever be grateful to this doctor He has been blessed with a gift of cardio knowledge ,5,
https://www vitals com/doctors/Dr_Ping_Jiang html, Joseph P Jiang ,Finally a doctor who listens and does not check his watch,4,
https://www vitals com/doctors/Dr_Ping_Jiang html, Joseph P Jiang ,Dr Jiang responded to my complaints of chest pain and immed realized I was having a heart attack without any time wasted I was taken to SSH cardiac cath lab where a stent was placed and blood supply was immediately restored He is intelligent kind and approachable making sure that you have a complete understanding of the information presented each time we meet Beyond giving me a second chance at life he is a competent knowledgeable caring cardiologist He makes a difference in caring for his patients and families ,5,
https://www vitals com/doctors/Dr_Paul_C_Gordon html, Paul C Gordon ,Dr Gordon may have his own flavor that is a little bit gruff  to some  but his skills are OFF the chart He worked on me for what should have been a 1 hr procedure for 5 hours due to unforeseen and exceedingly difficult circumstances I trust him with my life as he has proved himself to be a true expert in his field and as an effect of that I am alive toda,5,
https://www vitals com/doctors/Dr_Igor_Palacios html, Igor F Palacios ,12 years ago Dr Palacios saved my mother's life He performed a heart valve procedure that no other doctor was prepared to do at that time with how critically ill my mother was Before the procedure he assured us that he would do everything he could to help her and he did She is still with us today and enjoying life and her grandchildren and I couldn't be more thankful ,5,
https://www vitals com/doctors/Dr_Igor_Palacios html, Igor F Palacios ,No bedside manners Makes you wait for more than an hour and doesn't even know you Never has time for the patient and usually sends someone else Doesn't even do his own procedures ,1,
https://www vitals com/doctors/Dr_Igor_Palacios html, Igor F Palacios ,I had being a patient of Dr Palacios since 1999 the best care ever I recently relocated to Florida and still trying to find a Cardiologist to continue my treatment here ,5,
https://www vitals com/doctors/Dr_Douglas_Drachman html, Douglas E Drachman ,Compassionate extrodinary surgeon ,5,
https://www vitals com/doctors/Dr_Douglas_Drachman html, Douglas E Drachman ,v ery gooddoctor,5,
https://www vitals com/doctors/Dr_Douglas_Drachman html, Douglas E Drachman ,Dr Drachman was able to perform a procedure on my that I had been told many times was not possible He saved me from OHS Besides being incredibly skilled he also has a lovely manner very attentive and went above and beyond what was required Any one is fortunate to have him as an interventional cardiologist ,5,
https://www vitals com/doctors/Dr_Douglas_Drachman html, Douglas E Drachman ,He has a warm and kind manner balanced by incredible skill I feel very confident with him as my doctor ,5,
https://www vitals com/doctors/Dr_Joseph_Garasic html, Joseph M Garasic ,Excellent overall experience Dr Garasic resolved all Cardiac issues ,5,
https://www vitals com/doctors/Dr_Joseph_Garasic html, Joseph M Garasic ,Excellent care and follow up Highly recommend ,5,
https://www vitals com/doctors/Dr_Frederick_Basilico html, Frederick C Basilico ,I am a new patient of Dr Basilico He is a pleasant soft spoken and a very good listerner He is a professional and has provided me with good health and has provide me education to help myself I would recommend him to others ,1,
https://www vitals com/doctors/Dr_Frederick_Basilico html, Frederick C Basilico ,Dr Basilico is a caring and gentle doctor who clearly knows his stuff I appreciate the fact that he answers questions directly and truthfully He is not an alarmist but he is a realist He orders tests when they are needed and goes over the results with you He doesn't ask the impossible of you and yet shares alternatives that could be helpful I have seen other cadiologists  some were good  they left the area or retired  and one other was not I'm very pleased my PCP referred me to Dr Basilico ,5,
https://www vitals com/doctors/Dr_Frederick_Basilico html, Frederick C Basilico ,excellent caring doctor,5,
https://www vitals com/doctors/Dr_Timothy_Larkin html, Timothy J Larkin ,Turned an angiogram into a horror flick,1,
https://www vitals com/doctors/Dr_Nathan_Beraha html, Nathan B Beraha ,Dr Beraha was my pediatrician when I was a child He was complicit in compromising and alienating my relationship between my mother and I by creating facilitating and fostering distrust and uncertainty by perpetuating non sense ideas based solely on stereo typical social assumptions based on nothing more than fashion I ended up in DCYF because I wore Ozzy t shirts Thanks Nathan that's exactly what every kid needs to cure their social awkwardness He told my mom that I would end up either  Dead or in jail  Simply because I wore torn jeans and rock t shirts Do Not bring your children to this man ,1,
https://www vitals com/doctors/Dr_Nathan_Beraha html, Nathan B Beraha ,Great Doctor but lousy attitude towards people in general Granted my daughter is now in middle school and has not been this man's patient in many years but I will never forget his pompous attitude toward my husband's going active duty in the Army back in 2003 He was disgusted with the decision and totally changed his manner when our coverage changed just before that due to my husband's lay off as a network admin in Boston We were good enough for him then Maybe he should think about his freedom to be the great Doctor he is today and come to realize if it were not for people like my husband his lifelong achievements would be extremely limited ,1,
https://www vitals com/doctors/Dr_Nathan_Beraha html, Nathan B Beraha ,very good doctor who knows what he is talking about,5,
https://www vitals com/doctors/Dr_Ashwin_Prakash html, Ashwin Prakash ,A really good doctor Took great care of our child,5,
https://www vitals com/doctors/Dr_Peter_W_Lang html, Peter Lang ,We came to Dr Lang after an unsatisfactory experience with a previous doctor Dr Lang reviewed all surgical options then gave us his opinion based on our son's lifestyle He referred us to a surgeon all the way down in New York because that surgeon was the best for this particular surgery Follow up care has been fabulous His caring bedside man is engaging for both the parent and my son who has seen Dr Lang from age 12 to 19  current age  I can't say enough about how wonderful this man is as a doctor and as a person ,5,
https://www vitals com/doctors/Dr_Peter_W_Lang html, Peter Lang ,I was not told of all options for my son's care  never told of a procedure that is a possibility  Did not give full truth in his answer to questions and statisitics I asked  never said that the  he was giving for survival was the coming off the OR table not living 24 hours or more  Lied about what would be done in my son's autopsy  said they would only keep the heart and branches to the lungs but they really kept ALL his organs  He has refused to talk to me or discuss things with me since my son's death ,1,
https://www vitals com/doctors/Dr_Peter_W_Lang html, Peter Lang ,We came to Dr Lang after an unsatisfactory experience with a previous doctor Dr Lang reviewed all surgical options then gave us his opinion based on our son's lifestyle He referred us to a surgeon all the way down in New York because that surgeon was the best for this particular surgery Follow up care has been fabulous His caring bedside man is engaging for both the parent and my son who has seen Dr Lang from age 12 to 19  current age  I can't say enough about how wonderful this man is as a doctor and as a person ,5,
https://www vitals com/doctors/Dr_Peter_W_Lang html, Peter Lang ,I was not told of all options for my son's care  never told of a procedure that is a possibility  Did not give full truth in his answer to questions and statisitics I asked  never said that the  he was giving for survival was the coming off the OR table not living 24 hours or more  Lied about what would be done in my son's autopsy  said they would only keep the heart and branches to the lungs but they really kept ALL his organs  He has refused to talk to me or discuss things with me since my son's death ,1,
https://www vitals com/doctors/Dr_Roger_Laham html, Roger J Laham ,In mi mind Dr Laham is the best cardiologist in the world Not only had he saved my life after a previous specialist complicated my condition which lead to hospitalization Most importantly Dr Laham combines tremendous knowledge with unbelievable human qualities He is always listening he does not rush a patient and he is paying attention to details Being extremely busy he always finds the time for a feedback He adds a personal touch to his great work and that is special Dr Laham is the greatest professional and the best human being which is such a rear combination of qualities In simple terms he is simply the BEST BM ,5,
https://www vitals com/doctors/Dr_Roger_Laham html, Roger J Laham ,saved my life,5,
https://www vitals com/doctors/Dr_Roger_Laham html, Roger J Laham ,he was compassionate caring and provided outstanding care,5,
https://www vitals com/doctors/Dr_Christopher_Lawson html, Christopher D Lawson ,Dr Lawson saved my life at Norwood Hospital when I came in by ambulance in the grip of a heart attack His quick action and skill in the Cath Lab cleared my arterial blockage and he installed two state of the art stents to keep it open When I was discharged from the hospital by another cardiologist Dr Lawson followed up with a phone call to my home to check on my well being You could not ask for a better physician ,5,
https://www vitals com/doctors/Dr_Christopher_Lawson html, Christopher D Lawson ,Dr Lawson performed emergencey stint replacement A MINOR HEART ATTACK WAS ALDO ADDRESSED He was excellent Going home in 5 days aND feel great ,5,
https://www vitals com/doctors/Dr_Shafiq_Mamdani html, Shafiq T Mamdani ,Dr Mamdani is not only a phenomenal surgeon with the best knowledge of cardiovascular issues but also a caring kind and empathetic man as well He makes it known when he is treating you you are the most important patient under his care He humanizes your condition with conversation for the average non medical person He makes sure you understand and will leave no stone unturned for your care My words are not good enough to describe him You just have to know him Dr Hyder one of the associate surgeons is also of the same caliber Both of these Doctors a very humble and do not make themselves out to be any better than you I love them I can't count the times Dr Mamdani has saved my legs from amputation due to severe PAD COMPASSION SHOUULD BE INCLUDED IN HIS NAME MOST SINCERELY LINDA TENTE  PAWTUCKET RI 70 yrs old,5,
https://www vitals com/doctors/Dr_Patricia_Rompf html, Patricia A Rompf ,She is not board certified in Cardiology,1,
https://www vitals com/doctors/Dr_Patricia_Rompf html, Patricia A Rompf ,Dr Rompf is the best doctor I have been with her for 40 some odd years She is kind loving smart everything you would want/need in a doctor ,5,
https://www vitals com/doctors/Dr_Rahul_Sakhuja_2 html, Rahul A Sakhuja ,Dr Rahul Sakhuja helped me naviagte the ASD   Artial Septal Defect   He is very calm  passionate  cheerful listens to each and every issue /questions patient has I am very grateful for his expertise that has improved my health,5,
https://www vitals com/doctors/Dr_Rahul_Sakhuja_2 html, Rahul A Sakhuja ,My husband had a major heart attack last month at 51 luckily we were rushed from Newton Wellesley to MGH where Dr Sakjuka quickly put in 2 stents and saved his life ,5,
https://www vitals com/doctors/Dr_Rahul_Sakhuja_2 html, Rahul A Sakhuja ,This physician is a breath of fresh air He could set an example of patient care for a lot of other physicians out there His bedside manner time he takes with patients and their families is something that is not seen that often anymore by most of the medical profession Would highly recommend him to anyone that has cardiac issues ,5,
https://www vitals com/doctors/Dr_Rahul_Sakhuja_2 html, Rahul A Sakhuja ,Dr Rahul Sakhuja helped me naviagte the ASD   Artial Septal Defect   He is very calm  passionate  cheerful listens to each and every issue /questions patient has I am very grateful for his expertise that has improved my health,5,
https://www vitals com/doctors/Dr_Rahul_Sakhuja_2 html, Rahul A Sakhuja ,My husband had a major heart attack last month at 51 luckily we were rushed from Newton Wellesley to MGH where Dr Sakjuka quickly put in 2 stents and saved his life ,5,
